img_name,small_polyp,inv_area
data/data_C6/images_C6/EndoCV2021_C6_0100001.jpg,False,16.433655417644292
data/data_C6/images_C6/EndoCV2021_C6_0100003.jpg,False,31.69681845058729
data/data_C6/images_C6/EndoCV2021_C6_0100004.jpg,False,21.503089873815547
data/data_C6/images_C6/EndoCV2021_C6_0100005.jpg,False,2.5071853043002155
data/data_C6/images_C6/EndoCV2021_C6_0100006.jpg,False,1.350865170048825
data/data_C6/images_C6/EndoCV2021_C6_0100007.jpg,False,1.5068888600846466
data/data_C6/images_C6/EndoCV2021_C6_0100008.jpg,False,9.228768442220657
data/data_C6/images_C6/EndoCV2021_C6_0100009.jpg,False,12.503723711197507
data/data_C6/images_C6/EndoCV2021_C6_0100010.jpg,False,52.21000934905725
data/data_C6/images_C6/EndoCV2021_C6_0100011.jpg,False,7.66334824157939
data/data_C6/images_C6/EndoCV2021_C6_0100012.jpg,False,45.63782069225423
data/data_C6/images_C6/EndoCV2021_C6_0100013.jpg,False,14.127511005628035
data/data_C6/images_C6/EndoCV2021_C6_0100014.jpg,False,13.008205009251165
data/data_C6/images_C6/EndoCV2021_C6_0100015.jpg,False,5.287151914723111
data/data_C6/images_C6/EndoCV2021_C6_0100017.jpg,False,9.496010556502048
data/data_C6/images_C6/EndoCV2021_C6_0100018.jpg,False,3.5491252503424127
data/data_C6/images_C6/EndoCV2021_C6_0100019.jpg,False,20.822259511349074
data/data_C6/images_C6/EndoCV2021_C6_0100020.jpg,False,89.88954540686932
data/data_C6/images_C6/EndoCV2021_C6_0100021.jpg,False,50.06412416811587
data/data_C6/images_C6/EndoCV2021_C6_0100022.jpg,False,6.3424685491581565
data/data_C6/images_C6/EndoCV2021_C6_0100023.jpg,False,19.383282700419496
data/data_C6/images_C6/EndoCV2021_C6_0100025.jpg,False,11.425256610865036
data/data_C6/images_C6/EndoCV2021_C6_0100027.jpg,False,65.54731012409985
data/data_C6/images_C6/EndoCV2021_C6_0100028.jpg,False,23.64545569345779
data/data_C6/images_C6/EndoCV2021_C6_0100030.jpg,False,33.15146823328471
data/data_C6/images_C6/EndoCV2021_C6_0100031.jpg,False,18.312318562863094
data/data_C6/images_C6/EndoCV2021_C6_0100032.jpg,False,21.491979899109733
data/data_C6/images_C6/EndoCV2021_C6_0100033.jpg,False,14.14321250113987
data/data_C6/images_C6/EndoCV2021_C6_0100034.jpg,False,12.853042426927303
data/data_C6/images_C6/EndoCV2021_C6_0100035.jpg,False,16.0456799837543
data/data_C6/images_C6/EndoCV2021_C6_0100036.jpg,False,7.59913175801722
data/data_C6/images_C6/EndoCV2021_C6_0100037.jpg,False,5.015344255190836
data/data_C6/images_C6/EndoCV2021_C6_0100038.jpg,False,6.703166707262008
data/data_C6/images_C6/EndoCV2021_C6_0100039.jpg,True,164.3548172953516
data/data_C6/images_C6/EndoCV2021_C6_0100040.jpg,True,84.6383858028443
