,image,mask
0,data_lits/data_C4/images_C4/image101_slice404.jpg,data_lits/data_C4/masks_C4/mask101_slice404.jpg
1,data_lits/data_C4/images_C4/image101_slice405.jpg,data_lits/data_C4/masks_C4/mask101_slice405.jpg
2,data_lits/data_C4/images_C4/image101_slice406.jpg,data_lits/data_C4/masks_C4/mask101_slice406.jpg
3,data_lits/data_C4/images_C4/image101_slice407.jpg,data_lits/data_C4/masks_C4/mask101_slice407.jpg
4,data_lits/data_C4/images_C4/image101_slice408.jpg,data_lits/data_C4/masks_C4/mask101_slice408.jpg
5,data_lits/data_C4/images_C4/image101_slice409.jpg,data_lits/data_C4/masks_C4/mask101_slice409.jpg
6,data_lits/data_C4/images_C4/image101_slice410.jpg,data_lits/data_C4/masks_C4/mask101_slice410.jpg
7,data_lits/data_C4/images_C4/image101_slice411.jpg,data_lits/data_C4/masks_C4/mask101_slice411.jpg
8,data_lits/data_C4/images_C4/image101_slice412.jpg,data_lits/data_C4/masks_C4/mask101_slice412.jpg
9,data_lits/data_C4/images_C4/image101_slice413.jpg,data_lits/data_C4/masks_C4/mask101_slice413.jpg
10,data_lits/data_C4/images_C4/image101_slice414.jpg,data_lits/data_C4/masks_C4/mask101_slice414.jpg
11,data_lits/data_C4/images_C4/image101_slice415.jpg,data_lits/data_C4/masks_C4/mask101_slice415.jpg
12,data_lits/data_C4/images_C4/image101_slice416.jpg,data_lits/data_C4/masks_C4/mask101_slice416.jpg
13,data_lits/data_C4/images_C4/image101_slice417.jpg,data_lits/data_C4/masks_C4/mask101_slice417.jpg
14,data_lits/data_C4/images_C4/image101_slice418.jpg,data_lits/data_C4/masks_C4/mask101_slice418.jpg
15,data_lits/data_C4/images_C4/image101_slice419.jpg,data_lits/data_C4/masks_C4/mask101_slice419.jpg
16,data_lits/data_C4/images_C4/image101_slice420.jpg,data_lits/data_C4/masks_C4/mask101_slice420.jpg
17,data_lits/data_C4/images_C4/image101_slice421.jpg,data_lits/data_C4/masks_C4/mask101_slice421.jpg
18,data_lits/data_C4/images_C4/image101_slice422.jpg,data_lits/data_C4/masks_C4/mask101_slice422.jpg
19,data_lits/data_C4/images_C4/image101_slice423.jpg,data_lits/data_C4/masks_C4/mask101_slice423.jpg
20,data_lits/data_C4/images_C4/image101_slice424.jpg,data_lits/data_C4/masks_C4/mask101_slice424.jpg
21,data_lits/data_C4/images_C4/image101_slice425.jpg,data_lits/data_C4/masks_C4/mask101_slice425.jpg
22,data_lits/data_C4/images_C4/image101_slice426.jpg,data_lits/data_C4/masks_C4/mask101_slice426.jpg
23,data_lits/data_C4/images_C4/image101_slice427.jpg,data_lits/data_C4/masks_C4/mask101_slice427.jpg
24,data_lits/data_C4/images_C4/image101_slice428.jpg,data_lits/data_C4/masks_C4/mask101_slice428.jpg
25,data_lits/data_C4/images_C4/image101_slice429.jpg,data_lits/data_C4/masks_C4/mask101_slice429.jpg
26,data_lits/data_C4/images_C4/image101_slice430.jpg,data_lits/data_C4/masks_C4/mask101_slice430.jpg
27,data_lits/data_C4/images_C4/image101_slice431.jpg,data_lits/data_C4/masks_C4/mask101_slice431.jpg
28,data_lits/data_C4/images_C4/image101_slice432.jpg,data_lits/data_C4/masks_C4/mask101_slice432.jpg
29,data_lits/data_C4/images_C4/image101_slice433.jpg,data_lits/data_C4/masks_C4/mask101_slice433.jpg
30,data_lits/data_C4/images_C4/image101_slice434.jpg,data_lits/data_C4/masks_C4/mask101_slice434.jpg
31,data_lits/data_C4/images_C4/image101_slice435.jpg,data_lits/data_C4/masks_C4/mask101_slice435.jpg
32,data_lits/data_C4/images_C4/image101_slice436.jpg,data_lits/data_C4/masks_C4/mask101_slice436.jpg
33,data_lits/data_C4/images_C4/image101_slice437.jpg,data_lits/data_C4/masks_C4/mask101_slice437.jpg
34,data_lits/data_C4/images_C4/image101_slice438.jpg,data_lits/data_C4/masks_C4/mask101_slice438.jpg
35,data_lits/data_C4/images_C4/image101_slice439.jpg,data_lits/data_C4/masks_C4/mask101_slice439.jpg
36,data_lits/data_C4/images_C4/image101_slice440.jpg,data_lits/data_C4/masks_C4/mask101_slice440.jpg
37,data_lits/data_C4/images_C4/image101_slice441.jpg,data_lits/data_C4/masks_C4/mask101_slice441.jpg
38,data_lits/data_C4/images_C4/image101_slice442.jpg,data_lits/data_C4/masks_C4/mask101_slice442.jpg
39,data_lits/data_C4/images_C4/image101_slice443.jpg,data_lits/data_C4/masks_C4/mask101_slice443.jpg
40,data_lits/data_C4/images_C4/image101_slice444.jpg,data_lits/data_C4/masks_C4/mask101_slice444.jpg
41,data_lits/data_C4/images_C4/image101_slice445.jpg,data_lits/data_C4/masks_C4/mask101_slice445.jpg
42,data_lits/data_C4/images_C4/image101_slice446.jpg,data_lits/data_C4/masks_C4/mask101_slice446.jpg
43,data_lits/data_C4/images_C4/image101_slice447.jpg,data_lits/data_C4/masks_C4/mask101_slice447.jpg
44,data_lits/data_C4/images_C4/image101_slice448.jpg,data_lits/data_C4/masks_C4/mask101_slice448.jpg
45,data_lits/data_C4/images_C4/image101_slice449.jpg,data_lits/data_C4/masks_C4/mask101_slice449.jpg
46,data_lits/data_C4/images_C4/image101_slice450.jpg,data_lits/data_C4/masks_C4/mask101_slice450.jpg
47,data_lits/data_C4/images_C4/image101_slice451.jpg,data_lits/data_C4/masks_C4/mask101_slice451.jpg
48,data_lits/data_C4/images_C4/image101_slice452.jpg,data_lits/data_C4/masks_C4/mask101_slice452.jpg
49,data_lits/data_C4/images_C4/image101_slice453.jpg,data_lits/data_C4/masks_C4/mask101_slice453.jpg
50,data_lits/data_C4/images_C4/image101_slice454.jpg,data_lits/data_C4/masks_C4/mask101_slice454.jpg
51,data_lits/data_C4/images_C4/image101_slice455.jpg,data_lits/data_C4/masks_C4/mask101_slice455.jpg
52,data_lits/data_C4/images_C4/image101_slice456.jpg,data_lits/data_C4/masks_C4/mask101_slice456.jpg
53,data_lits/data_C4/images_C4/image101_slice457.jpg,data_lits/data_C4/masks_C4/mask101_slice457.jpg
54,data_lits/data_C4/images_C4/image101_slice458.jpg,data_lits/data_C4/masks_C4/mask101_slice458.jpg
55,data_lits/data_C4/images_C4/image101_slice459.jpg,data_lits/data_C4/masks_C4/mask101_slice459.jpg
56,data_lits/data_C4/images_C4/image101_slice460.jpg,data_lits/data_C4/masks_C4/mask101_slice460.jpg
57,data_lits/data_C4/images_C4/image101_slice461.jpg,data_lits/data_C4/masks_C4/mask101_slice461.jpg
58,data_lits/data_C4/images_C4/image101_slice462.jpg,data_lits/data_C4/masks_C4/mask101_slice462.jpg
59,data_lits/data_C4/images_C4/image101_slice463.jpg,data_lits/data_C4/masks_C4/mask101_slice463.jpg
60,data_lits/data_C4/images_C4/image101_slice464.jpg,data_lits/data_C4/masks_C4/mask101_slice464.jpg
61,data_lits/data_C4/images_C4/image101_slice465.jpg,data_lits/data_C4/masks_C4/mask101_slice465.jpg
62,data_lits/data_C4/images_C4/image101_slice466.jpg,data_lits/data_C4/masks_C4/mask101_slice466.jpg
