img_name,small_polyp,inv_area
data_lits/data_C4/images_C4/image100_slice408.jpg,True,4293.026780553593
data_lits/data_C4/images_C4/image100_slice409.jpg,True,4212.143667296787
data_lits/data_C4/images_C4/image100_slice410.jpg,True,3954.7251967106436
data_lits/data_C4/images_C4/image100_slice411.jpg,True,3564.39799509438
data_lits/data_C4/images_C4/image100_slice421.jpg,True,2441.1759120622282
data_lits/data_C4/images_C4/image100_slice422.jpg,True,1805.1069345430979
data_lits/data_C4/images_C4/image100_slice423.jpg,True,1321.969702962465
data_lits/data_C4/images_C4/image100_slice424.jpg,False,892.015105619237
data_lits/data_C4/images_C4/image100_slice425.jpg,False,683.0224075039083
data_lits/data_C4/images_C4/image100_slice426.jpg,False,473.7005017149011
data_lits/data_C4/images_C4/image100_slice427.jpg,False,330.44014711116387
data_lits/data_C4/images_C4/image100_slice428.jpg,False,300.92022634272826
data_lits/data_C4/images_C4/image100_slice429.jpg,False,274.9716993550085
data_lits/data_C4/images_C4/image100_slice430.jpg,False,250.99867454181575
data_lits/data_C4/images_C4/image100_slice431.jpg,False,230.0497978146778
data_lits/data_C4/images_C4/image100_slice432.jpg,False,205.6777854015452
data_lits/data_C4/images_C4/image100_slice433.jpg,False,193.63961855323683
data_lits/data_C4/images_C4/image100_slice434.jpg,False,169.14784272147816
data_lits/data_C4/images_C4/image100_slice435.jpg,False,152.84665424321759
data_lits/data_C4/images_C4/image100_slice436.jpg,False,138.26331922709392
data_lits/data_C4/images_C4/image100_slice437.jpg,False,120.88386080584756
data_lits/data_C4/images_C4/image100_slice438.jpg,False,109.6750440526466
data_lits/data_C4/images_C4/image100_slice439.jpg,False,97.28182552445261
data_lits/data_C4/images_C4/image100_slice440.jpg,False,84.35257953633459
data_lits/data_C4/images_C4/image100_slice441.jpg,False,76.12958038414014
data_lits/data_C4/images_C4/image100_slice442.jpg,False,70.14257952680553
data_lits/data_C4/images_C4/image100_slice443.jpg,False,63.99081014330432
data_lits/data_C4/images_C4/image100_slice444.jpg,False,58.738875532498206
data_lits/data_C4/images_C4/image100_slice445.jpg,False,56.79106658601401
data_lits/data_C4/images_C4/image100_slice446.jpg,False,54.15965770389053
data_lits/data_C4/images_C4/image100_slice447.jpg,False,51.53333256241544
data_lits/data_C4/images_C4/image100_slice448.jpg,False,49.374876741408464
data_lits/data_C4/images_C4/image100_slice449.jpg,False,47.50990400893813
data_lits/data_C4/images_C4/image100_slice450.jpg,False,45.979546523816985
data_lits/data_C4/images_C4/image100_slice451.jpg,False,43.64169099122096
data_lits/data_C4/images_C4/image100_slice452.jpg,False,42.24676608363058
data_lits/data_C4/images_C4/image100_slice453.jpg,False,40.45728354593867
data_lits/data_C4/images_C4/image100_slice454.jpg,False,39.70446784790037
data_lits/data_C4/images_C4/image100_slice455.jpg,False,39.35697497515414
data_lits/data_C4/images_C4/image100_slice456.jpg,False,38.57748568638687
data_lits/data_C4/images_C4/image100_slice457.jpg,False,38.196357768583276
data_lits/data_C4/images_C4/image100_slice458.jpg,False,37.55553969986679
data_lits/data_C4/images_C4/image100_slice459.jpg,False,36.77689824320488
data_lits/data_C4/images_C4/image100_slice460.jpg,False,36.18697757055183
data_lits/data_C4/images_C4/image100_slice461.jpg,False,35.6339095808479
data_lits/data_C4/images_C4/image100_slice462.jpg,False,35.262176729935966
data_lits/data_C4/images_C4/image100_slice463.jpg,False,34.49863056682199
data_lits/data_C4/images_C4/image100_slice464.jpg,False,34.22627416565203
data_lits/data_C4/images_C4/image100_slice465.jpg,False,33.92545676004872
data_lits/data_C4/images_C4/image100_slice466.jpg,False,33.81060981956843
data_lits/data_C4/images_C4/image100_slice467.jpg,False,33.464337080755385
data_lits/data_C4/images_C4/image100_slice468.jpg,False,33.31201459122882
data_lits/data_C4/images_C4/image100_slice469.jpg,False,32.98964513540483
data_lits/data_C4/images_C4/image100_slice470.jpg,False,33.25116882225396
data_lits/data_C4/images_C4/image100_slice471.jpg,False,33.39562493349273
data_lits/data_C4/images_C4/image100_slice472.jpg,False,33.292968090473664
data_lits/data_C4/images_C4/image100_slice473.jpg,False,33.02692134958031
data_lits/data_C4/images_C4/image100_slice474.jpg,False,32.99808073548112
data_lits/data_C4/images_C4/image100_slice475.jpg,False,32.88564678934738
data_lits/data_C4/images_C4/image100_slice476.jpg,False,32.42158175610887
data_lits/data_C4/images_C4/image100_slice477.jpg,False,32.21385846988952
data_lits/data_C4/images_C4/image100_slice478.jpg,False,32.040676640265964
data_lits/data_C4/images_C4/image100_slice479.jpg,False,32.03849600996909
data_lits/data_C4/images_C4/image100_slice480.jpg,False,31.905518756210785
data_lits/data_C4/images_C4/image100_slice481.jpg,False,31.69820124627225
data_lits/data_C4/images_C4/image100_slice482.jpg,False,32.14838711539072
data_lits/data_C4/images_C4/image100_slice483.jpg,False,32.23008928920126
data_lits/data_C4/images_C4/image100_slice484.jpg,False,32.344070704656325
data_lits/data_C4/images_C4/image100_slice485.jpg,False,32.471254122254315
data_lits/data_C4/images_C4/image100_slice486.jpg,False,32.496321197051124
data_lits/data_C4/images_C4/image100_slice487.jpg,False,32.577691982667915
data_lits/data_C4/images_C4/image100_slice488.jpg,False,32.64333127745947
data_lits/data_C4/images_C4/image100_slice489.jpg,False,32.709459687588534
data_lits/data_C4/images_C4/image100_slice490.jpg,False,32.81199058541721
data_lits/data_C4/images_C4/image100_slice491.jpg,False,32.922590930649356
data_lits/data_C4/images_C4/image100_slice492.jpg,False,33.016465084301075
data_lits/data_C4/images_C4/image100_slice493.jpg,False,32.8204161351806
data_lits/data_C4/images_C4/image100_slice494.jpg,False,32.412070973554144
