,image,mask
0,data_lits/data_C5/images_C5/image130_slice379.jpg,data_lits/data_C5/masks_C5/mask130_slice379.jpg
1,data_lits/data_C5/images_C5/image130_slice380.jpg,data_lits/data_C5/masks_C5/mask130_slice380.jpg
2,data_lits/data_C5/images_C5/image130_slice381.jpg,data_lits/data_C5/masks_C5/mask130_slice381.jpg
3,data_lits/data_C5/images_C5/image130_slice382.jpg,data_lits/data_C5/masks_C5/mask130_slice382.jpg
4,data_lits/data_C5/images_C5/image130_slice383.jpg,data_lits/data_C5/masks_C5/mask130_slice383.jpg
5,data_lits/data_C5/images_C5/image130_slice384.jpg,data_lits/data_C5/masks_C5/mask130_slice384.jpg
6,data_lits/data_C5/images_C5/image130_slice385.jpg,data_lits/data_C5/masks_C5/mask130_slice385.jpg
7,data_lits/data_C5/images_C5/image130_slice386.jpg,data_lits/data_C5/masks_C5/mask130_slice386.jpg
8,data_lits/data_C5/images_C5/image130_slice387.jpg,data_lits/data_C5/masks_C5/mask130_slice387.jpg
9,data_lits/data_C5/images_C5/image130_slice388.jpg,data_lits/data_C5/masks_C5/mask130_slice388.jpg
10,data_lits/data_C5/images_C5/image130_slice389.jpg,data_lits/data_C5/masks_C5/mask130_slice389.jpg
11,data_lits/data_C5/images_C5/image130_slice390.jpg,data_lits/data_C5/masks_C5/mask130_slice390.jpg
12,data_lits/data_C5/images_C5/image130_slice391.jpg,data_lits/data_C5/masks_C5/mask130_slice391.jpg
13,data_lits/data_C5/images_C5/image130_slice392.jpg,data_lits/data_C5/masks_C5/mask130_slice392.jpg
14,data_lits/data_C5/images_C5/image130_slice393.jpg,data_lits/data_C5/masks_C5/mask130_slice393.jpg
15,data_lits/data_C5/images_C5/image130_slice394.jpg,data_lits/data_C5/masks_C5/mask130_slice394.jpg
16,data_lits/data_C5/images_C5/image130_slice395.jpg,data_lits/data_C5/masks_C5/mask130_slice395.jpg
17,data_lits/data_C5/images_C5/image130_slice396.jpg,data_lits/data_C5/masks_C5/mask130_slice396.jpg
18,data_lits/data_C5/images_C5/image130_slice397.jpg,data_lits/data_C5/masks_C5/mask130_slice397.jpg
19,data_lits/data_C5/images_C5/image130_slice398.jpg,data_lits/data_C5/masks_C5/mask130_slice398.jpg
20,data_lits/data_C5/images_C5/image130_slice399.jpg,data_lits/data_C5/masks_C5/mask130_slice399.jpg
21,data_lits/data_C5/images_C5/image130_slice400.jpg,data_lits/data_C5/masks_C5/mask130_slice400.jpg
22,data_lits/data_C5/images_C5/image130_slice401.jpg,data_lits/data_C5/masks_C5/mask130_slice401.jpg
23,data_lits/data_C5/images_C5/image130_slice402.jpg,data_lits/data_C5/masks_C5/mask130_slice402.jpg
24,data_lits/data_C5/images_C5/image130_slice403.jpg,data_lits/data_C5/masks_C5/mask130_slice403.jpg
25,data_lits/data_C5/images_C5/image130_slice404.jpg,data_lits/data_C5/masks_C5/mask130_slice404.jpg
26,data_lits/data_C5/images_C5/image130_slice405.jpg,data_lits/data_C5/masks_C5/mask130_slice405.jpg
27,data_lits/data_C5/images_C5/image130_slice406.jpg,data_lits/data_C5/masks_C5/mask130_slice406.jpg
28,data_lits/data_C5/images_C5/image130_slice407.jpg,data_lits/data_C5/masks_C5/mask130_slice407.jpg
29,data_lits/data_C5/images_C5/image130_slice408.jpg,data_lits/data_C5/masks_C5/mask130_slice408.jpg
30,data_lits/data_C5/images_C5/image130_slice409.jpg,data_lits/data_C5/masks_C5/mask130_slice409.jpg
31,data_lits/data_C5/images_C5/image130_slice410.jpg,data_lits/data_C5/masks_C5/mask130_slice410.jpg
32,data_lits/data_C5/images_C5/image130_slice411.jpg,data_lits/data_C5/masks_C5/mask130_slice411.jpg
33,data_lits/data_C5/images_C5/image130_slice412.jpg,data_lits/data_C5/masks_C5/mask130_slice412.jpg
34,data_lits/data_C5/images_C5/image130_slice413.jpg,data_lits/data_C5/masks_C5/mask130_slice413.jpg
35,data_lits/data_C5/images_C5/image130_slice414.jpg,data_lits/data_C5/masks_C5/mask130_slice414.jpg
36,data_lits/data_C5/images_C5/image130_slice415.jpg,data_lits/data_C5/masks_C5/mask130_slice415.jpg
37,data_lits/data_C5/images_C5/image130_slice416.jpg,data_lits/data_C5/masks_C5/mask130_slice416.jpg
38,data_lits/data_C5/images_C5/image130_slice417.jpg,data_lits/data_C5/masks_C5/mask130_slice417.jpg
39,data_lits/data_C5/images_C5/image130_slice418.jpg,data_lits/data_C5/masks_C5/mask130_slice418.jpg
40,data_lits/data_C5/images_C5/image130_slice419.jpg,data_lits/data_C5/masks_C5/mask130_slice419.jpg
41,data_lits/data_C5/images_C5/image130_slice420.jpg,data_lits/data_C5/masks_C5/mask130_slice420.jpg
42,data_lits/data_C5/images_C5/image130_slice421.jpg,data_lits/data_C5/masks_C5/mask130_slice421.jpg
43,data_lits/data_C5/images_C5/image130_slice422.jpg,data_lits/data_C5/masks_C5/mask130_slice422.jpg
44,data_lits/data_C5/images_C5/image130_slice423.jpg,data_lits/data_C5/masks_C5/mask130_slice423.jpg
45,data_lits/data_C5/images_C5/image130_slice424.jpg,data_lits/data_C5/masks_C5/mask130_slice424.jpg
46,data_lits/data_C5/images_C5/image130_slice425.jpg,data_lits/data_C5/masks_C5/mask130_slice425.jpg
47,data_lits/data_C5/images_C5/image130_slice426.jpg,data_lits/data_C5/masks_C5/mask130_slice426.jpg
48,data_lits/data_C5/images_C5/image130_slice427.jpg,data_lits/data_C5/masks_C5/mask130_slice427.jpg
49,data_lits/data_C5/images_C5/image130_slice428.jpg,data_lits/data_C5/masks_C5/mask130_slice428.jpg
50,data_lits/data_C5/images_C5/image130_slice429.jpg,data_lits/data_C5/masks_C5/mask130_slice429.jpg
51,data_lits/data_C5/images_C5/image130_slice430.jpg,data_lits/data_C5/masks_C5/mask130_slice430.jpg
52,data_lits/data_C5/images_C5/image130_slice431.jpg,data_lits/data_C5/masks_C5/mask130_slice431.jpg
53,data_lits/data_C5/images_C5/image130_slice432.jpg,data_lits/data_C5/masks_C5/mask130_slice432.jpg
54,data_lits/data_C5/images_C5/image130_slice433.jpg,data_lits/data_C5/masks_C5/mask130_slice433.jpg
55,data_lits/data_C5/images_C5/image130_slice434.jpg,data_lits/data_C5/masks_C5/mask130_slice434.jpg
56,data_lits/data_C5/images_C5/image130_slice435.jpg,data_lits/data_C5/masks_C5/mask130_slice435.jpg
57,data_lits/data_C5/images_C5/image130_slice436.jpg,data_lits/data_C5/masks_C5/mask130_slice436.jpg
58,data_lits/data_C5/images_C5/image130_slice437.jpg,data_lits/data_C5/masks_C5/mask130_slice437.jpg
59,data_lits/data_C5/images_C5/image130_slice438.jpg,data_lits/data_C5/masks_C5/mask130_slice438.jpg
60,data_lits/data_C5/images_C5/image130_slice439.jpg,data_lits/data_C5/masks_C5/mask130_slice439.jpg
61,data_lits/data_C5/images_C5/image130_slice440.jpg,data_lits/data_C5/masks_C5/mask130_slice440.jpg
62,data_lits/data_C5/images_C5/image130_slice441.jpg,data_lits/data_C5/masks_C5/mask130_slice441.jpg
63,data_lits/data_C5/images_C5/image130_slice442.jpg,data_lits/data_C5/masks_C5/mask130_slice442.jpg
64,data_lits/data_C5/images_C5/image130_slice443.jpg,data_lits/data_C5/masks_C5/mask130_slice443.jpg
65,data_lits/data_C5/images_C5/image130_slice444.jpg,data_lits/data_C5/masks_C5/mask130_slice444.jpg
66,data_lits/data_C5/images_C5/image130_slice445.jpg,data_lits/data_C5/masks_C5/mask130_slice445.jpg
67,data_lits/data_C5/images_C5/image130_slice446.jpg,data_lits/data_C5/masks_C5/mask130_slice446.jpg
68,data_lits/data_C5/images_C5/image130_slice447.jpg,data_lits/data_C5/masks_C5/mask130_slice447.jpg
69,data_lits/data_C5/images_C5/image130_slice448.jpg,data_lits/data_C5/masks_C5/mask130_slice448.jpg
70,data_lits/data_C5/images_C5/image130_slice449.jpg,data_lits/data_C5/masks_C5/mask130_slice449.jpg
71,data_lits/data_C5/images_C5/image130_slice450.jpg,data_lits/data_C5/masks_C5/mask130_slice450.jpg
72,data_lits/data_C5/images_C5/image130_slice451.jpg,data_lits/data_C5/masks_C5/mask130_slice451.jpg
73,data_lits/data_C5/images_C5/image130_slice452.jpg,data_lits/data_C5/masks_C5/mask130_slice452.jpg
74,data_lits/data_C5/images_C5/image130_slice453.jpg,data_lits/data_C5/masks_C5/mask130_slice453.jpg
75,data_lits/data_C5/images_C5/image130_slice454.jpg,data_lits/data_C5/masks_C5/mask130_slice454.jpg
76,data_lits/data_C5/images_C5/image130_slice455.jpg,data_lits/data_C5/masks_C5/mask130_slice455.jpg
77,data_lits/data_C5/images_C5/image130_slice456.jpg,data_lits/data_C5/masks_C5/mask130_slice456.jpg
78,data_lits/data_C5/images_C5/image130_slice457.jpg,data_lits/data_C5/masks_C5/mask130_slice457.jpg
79,data_lits/data_C5/images_C5/image130_slice458.jpg,data_lits/data_C5/masks_C5/mask130_slice458.jpg
80,data_lits/data_C5/images_C5/image130_slice459.jpg,data_lits/data_C5/masks_C5/mask130_slice459.jpg
81,data_lits/data_C5/images_C5/image130_slice460.jpg,data_lits/data_C5/masks_C5/mask130_slice460.jpg
82,data_lits/data_C5/images_C5/image130_slice461.jpg,data_lits/data_C5/masks_C5/mask130_slice461.jpg
83,data_lits/data_C5/images_C5/image130_slice462.jpg,data_lits/data_C5/masks_C5/mask130_slice462.jpg
84,data_lits/data_C5/images_C5/image130_slice463.jpg,data_lits/data_C5/masks_C5/mask130_slice463.jpg
85,data_lits/data_C5/images_C5/image130_slice464.jpg,data_lits/data_C5/masks_C5/mask130_slice464.jpg
86,data_lits/data_C5/images_C5/image130_slice465.jpg,data_lits/data_C5/masks_C5/mask130_slice465.jpg
87,data_lits/data_C5/images_C5/image130_slice466.jpg,data_lits/data_C5/masks_C5/mask130_slice466.jpg
88,data_lits/data_C5/images_C5/image130_slice467.jpg,data_lits/data_C5/masks_C5/mask130_slice467.jpg
89,data_lits/data_C5/images_C5/image130_slice468.jpg,data_lits/data_C5/masks_C5/mask130_slice468.jpg
90,data_lits/data_C5/images_C5/image130_slice469.jpg,data_lits/data_C5/masks_C5/mask130_slice469.jpg
91,data_lits/data_C5/images_C5/image130_slice470.jpg,data_lits/data_C5/masks_C5/mask130_slice470.jpg
92,data_lits/data_C5/images_C5/image130_slice471.jpg,data_lits/data_C5/masks_C5/mask130_slice471.jpg
93,data_lits/data_C5/images_C5/image130_slice472.jpg,data_lits/data_C5/masks_C5/mask130_slice472.jpg
94,data_lits/data_C5/images_C5/image130_slice473.jpg,data_lits/data_C5/masks_C5/mask130_slice473.jpg
95,data_lits/data_C5/images_C5/image130_slice474.jpg,data_lits/data_C5/masks_C5/mask130_slice474.jpg
96,data_lits/data_C5/images_C5/image130_slice475.jpg,data_lits/data_C5/masks_C5/mask130_slice475.jpg
97,data_lits/data_C5/images_C5/image130_slice476.jpg,data_lits/data_C5/masks_C5/mask130_slice476.jpg
98,data_lits/data_C5/images_C5/image130_slice477.jpg,data_lits/data_C5/masks_C5/mask130_slice477.jpg
99,data_lits/data_C5/images_C5/image130_slice478.jpg,data_lits/data_C5/masks_C5/mask130_slice478.jpg
100,data_lits/data_C5/images_C5/image130_slice479.jpg,data_lits/data_C5/masks_C5/mask130_slice479.jpg
101,data_lits/data_C5/images_C5/image130_slice480.jpg,data_lits/data_C5/masks_C5/mask130_slice480.jpg
102,data_lits/data_C5/images_C5/image130_slice481.jpg,data_lits/data_C5/masks_C5/mask130_slice481.jpg
103,data_lits/data_C5/images_C5/image130_slice482.jpg,data_lits/data_C5/masks_C5/mask130_slice482.jpg
104,data_lits/data_C5/images_C5/image130_slice483.jpg,data_lits/data_C5/masks_C5/mask130_slice483.jpg
105,data_lits/data_C5/images_C5/image130_slice484.jpg,data_lits/data_C5/masks_C5/mask130_slice484.jpg
106,data_lits/data_C5/images_C5/image130_slice485.jpg,data_lits/data_C5/masks_C5/mask130_slice485.jpg
107,data_lits/data_C5/images_C5/image130_slice486.jpg,data_lits/data_C5/masks_C5/mask130_slice486.jpg
108,data_lits/data_C5/images_C5/image130_slice487.jpg,data_lits/data_C5/masks_C5/mask130_slice487.jpg
109,data_lits/data_C5/images_C5/image130_slice488.jpg,data_lits/data_C5/masks_C5/mask130_slice488.jpg
110,data_lits/data_C5/images_C5/image130_slice489.jpg,data_lits/data_C5/masks_C5/mask130_slice489.jpg
111,data_lits/data_C5/images_C5/image130_slice490.jpg,data_lits/data_C5/masks_C5/mask130_slice490.jpg
112,data_lits/data_C5/images_C5/image130_slice491.jpg,data_lits/data_C5/masks_C5/mask130_slice491.jpg
113,data_lits/data_C5/images_C5/image130_slice492.jpg,data_lits/data_C5/masks_C5/mask130_slice492.jpg
114,data_lits/data_C5/images_C5/image130_slice493.jpg,data_lits/data_C5/masks_C5/mask130_slice493.jpg
115,data_lits/data_C5/images_C5/image130_slice494.jpg,data_lits/data_C5/masks_C5/mask130_slice494.jpg
116,data_lits/data_C5/images_C5/image130_slice495.jpg,data_lits/data_C5/masks_C5/mask130_slice495.jpg
