,image,mask
0,data/data_C3/images_C3/C3_EndoCV2021_001.jpg,data/data_C3/masks_C3/C3_EndoCV2021_001_mask.jpg
1,data/data_C3/images_C3/C3_EndoCV2021_0010.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0010_mask.jpg
2,data/data_C3/images_C3/C3_EndoCV2021_00100.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00100_mask.jpg
3,data/data_C3/images_C3/C3_EndoCV2021_00101.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00101_mask.jpg
4,data/data_C3/images_C3/C3_EndoCV2021_00102.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00102_mask.jpg
5,data/data_C3/images_C3/C3_EndoCV2021_00103.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00103_mask.jpg
6,data/data_C3/images_C3/C3_EndoCV2021_00104.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00104_mask.jpg
7,data/data_C3/images_C3/C3_EndoCV2021_00105.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00105_mask.jpg
8,data/data_C3/images_C3/C3_EndoCV2021_00106.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00106_mask.jpg
9,data/data_C3/images_C3/C3_EndoCV2021_00107.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00107_mask.jpg
10,data/data_C3/images_C3/C3_EndoCV2021_00108.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00108_mask.jpg
11,data/data_C3/images_C3/C3_EndoCV2021_00109.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00109_mask.jpg
12,data/data_C3/images_C3/C3_EndoCV2021_0011.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0011_mask.jpg
13,data/data_C3/images_C3/C3_EndoCV2021_00110.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00110_mask.jpg
14,data/data_C3/images_C3/C3_EndoCV2021_00111.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00111_mask.jpg
15,data/data_C3/images_C3/C3_EndoCV2021_00112.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00112_mask.jpg
16,data/data_C3/images_C3/C3_EndoCV2021_00113.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00113_mask.jpg
17,data/data_C3/images_C3/C3_EndoCV2021_00114.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00114_mask.jpg
18,data/data_C3/images_C3/C3_EndoCV2021_00115.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00115_mask.jpg
19,data/data_C3/images_C3/C3_EndoCV2021_00116.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00116_mask.jpg
20,data/data_C3/images_C3/C3_EndoCV2021_00117.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00117_mask.jpg
21,data/data_C3/images_C3/C3_EndoCV2021_00118.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00118_mask.jpg
22,data/data_C3/images_C3/C3_EndoCV2021_00119.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00119_mask.jpg
23,data/data_C3/images_C3/C3_EndoCV2021_0012.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0012_mask.jpg
24,data/data_C3/images_C3/C3_EndoCV2021_00120.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00120_mask.jpg
25,data/data_C3/images_C3/C3_EndoCV2021_00121.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00121_mask.jpg
26,data/data_C3/images_C3/C3_EndoCV2021_00122.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00122_mask.jpg
27,data/data_C3/images_C3/C3_EndoCV2021_00123.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00123_mask.jpg
28,data/data_C3/images_C3/C3_EndoCV2021_00124.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00124_mask.jpg
29,data/data_C3/images_C3/C3_EndoCV2021_00126.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00126_mask.jpg
30,data/data_C3/images_C3/C3_EndoCV2021_00127.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00127_mask.jpg
31,data/data_C3/images_C3/C3_EndoCV2021_00129.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00129_mask.jpg
32,data/data_C3/images_C3/C3_EndoCV2021_0013.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0013_mask.jpg
33,data/data_C3/images_C3/C3_EndoCV2021_00130.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00130_mask.jpg
34,data/data_C3/images_C3/C3_EndoCV2021_00131.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00131_mask.jpg
35,data/data_C3/images_C3/C3_EndoCV2021_00132.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00132_mask.jpg
36,data/data_C3/images_C3/C3_EndoCV2021_00133.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00133_mask.jpg
37,data/data_C3/images_C3/C3_EndoCV2021_00134.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00134_mask.jpg
38,data/data_C3/images_C3/C3_EndoCV2021_00135.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00135_mask.jpg
39,data/data_C3/images_C3/C3_EndoCV2021_00136.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00136_mask.jpg
40,data/data_C3/images_C3/C3_EndoCV2021_00137.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00137_mask.jpg
41,data/data_C3/images_C3/C3_EndoCV2021_00138.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00138_mask.jpg
42,data/data_C3/images_C3/C3_EndoCV2021_00139.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00139_mask.jpg
43,data/data_C3/images_C3/C3_EndoCV2021_0014.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0014_mask.jpg
44,data/data_C3/images_C3/C3_EndoCV2021_00140.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00140_mask.jpg
45,data/data_C3/images_C3/C3_EndoCV2021_00141.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00141_mask.jpg
46,data/data_C3/images_C3/C3_EndoCV2021_00142.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00142_mask.jpg
47,data/data_C3/images_C3/C3_EndoCV2021_00143.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00143_mask.jpg
48,data/data_C3/images_C3/C3_EndoCV2021_00144.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00144_mask.jpg
49,data/data_C3/images_C3/C3_EndoCV2021_00145.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00145_mask.jpg
50,data/data_C3/images_C3/C3_EndoCV2021_00146.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00146_mask.jpg
51,data/data_C3/images_C3/C3_EndoCV2021_00147.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00147_mask.jpg
52,data/data_C3/images_C3/C3_EndoCV2021_00148.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00148_mask.jpg
53,data/data_C3/images_C3/C3_EndoCV2021_00149.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00149_mask.jpg
54,data/data_C3/images_C3/C3_EndoCV2021_0015.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0015_mask.jpg
55,data/data_C3/images_C3/C3_EndoCV2021_00150.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00150_mask.jpg
56,data/data_C3/images_C3/C3_EndoCV2021_00151.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00151_mask.jpg
57,data/data_C3/images_C3/C3_EndoCV2021_00152.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00152_mask.jpg
58,data/data_C3/images_C3/C3_EndoCV2021_00153.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00153_mask.jpg
59,data/data_C3/images_C3/C3_EndoCV2021_00154.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00154_mask.jpg
60,data/data_C3/images_C3/C3_EndoCV2021_00155.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00155_mask.jpg
61,data/data_C3/images_C3/C3_EndoCV2021_00156.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00156_mask.jpg
62,data/data_C3/images_C3/C3_EndoCV2021_00157.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00157_mask.jpg
63,data/data_C3/images_C3/C3_EndoCV2021_00158.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00158_mask.jpg
64,data/data_C3/images_C3/C3_EndoCV2021_00159.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00159_mask.jpg
65,data/data_C3/images_C3/C3_EndoCV2021_0016.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0016_mask.jpg
66,data/data_C3/images_C3/C3_EndoCV2021_00160.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00160_mask.jpg
67,data/data_C3/images_C3/C3_EndoCV2021_00161.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00161_mask.jpg
68,data/data_C3/images_C3/C3_EndoCV2021_00162.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00162_mask.jpg
69,data/data_C3/images_C3/C3_EndoCV2021_00163.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00163_mask.jpg
70,data/data_C3/images_C3/C3_EndoCV2021_00164.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00164_mask.jpg
71,data/data_C3/images_C3/C3_EndoCV2021_00165.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00165_mask.jpg
72,data/data_C3/images_C3/C3_EndoCV2021_00166.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00166_mask.jpg
73,data/data_C3/images_C3/C3_EndoCV2021_00167.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00167_mask.jpg
74,data/data_C3/images_C3/C3_EndoCV2021_00168.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00168_mask.jpg
75,data/data_C3/images_C3/C3_EndoCV2021_00169.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00169_mask.jpg
76,data/data_C3/images_C3/C3_EndoCV2021_00170.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00170_mask.jpg
77,data/data_C3/images_C3/C3_EndoCV2021_00175.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00175_mask.jpg
78,data/data_C3/images_C3/C3_EndoCV2021_00176.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00176_mask.jpg
79,data/data_C3/images_C3/C3_EndoCV2021_00177.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00177_mask.jpg
80,data/data_C3/images_C3/C3_EndoCV2021_00178.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00178_mask.jpg
81,data/data_C3/images_C3/C3_EndoCV2021_00179.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00179_mask.jpg
82,data/data_C3/images_C3/C3_EndoCV2021_00180.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00180_mask.jpg
83,data/data_C3/images_C3/C3_EndoCV2021_00181.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00181_mask.jpg
84,data/data_C3/images_C3/C3_EndoCV2021_00182.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00182_mask.jpg
85,data/data_C3/images_C3/C3_EndoCV2021_00183.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00183_mask.jpg
86,data/data_C3/images_C3/C3_EndoCV2021_00184.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00184_mask.jpg
87,data/data_C3/images_C3/C3_EndoCV2021_00185.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00185_mask.jpg
88,data/data_C3/images_C3/C3_EndoCV2021_00186.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00186_mask.jpg
89,data/data_C3/images_C3/C3_EndoCV2021_00188.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00188_mask.jpg
90,data/data_C3/images_C3/C3_EndoCV2021_00189.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00189_mask.jpg
91,data/data_C3/images_C3/C3_EndoCV2021_00190.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00190_mask.jpg
92,data/data_C3/images_C3/C3_EndoCV2021_00191.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00191_mask.jpg
