,image,mask
0,data/data_C1/images_C1/398OLCV1_100H0004.jpg,data/data_C1/masks_C1/398OLCV1_100H0004_mask.jpg
1,data/data_C1/images_C1/242OLCV1_100H0012.jpg,data/data_C1/masks_C1/242OLCV1_100H0012_mask.jpg
2,data/data_C2/images_C2/EndoCV2021_001377.jpg,data/data_C2/masks_C2/EndoCV2021_001377_mask.jpg
3,data/data_C2/images_C2/EndoCV2021_001378.jpg,data/data_C2/masks_C2/EndoCV2021_001378_mask.jpg
4,data/data_C2/images_C2/EndoCV2021_001379.jpg,data/data_C2/masks_C2/EndoCV2021_001379_mask.jpg
5,data/data_C2/images_C2/EndoCV2021_001380.jpg,data/data_C2/masks_C2/EndoCV2021_001380_mask.jpg
6,data/data_C2/images_C2/EndoCV2021_001381.jpg,data/data_C2/masks_C2/EndoCV2021_001381_mask.jpg
7,data/data_C1/images_C1/419OLCV1_100H0006.jpg,data/data_C1/masks_C1/419OLCV1_100H0006_mask.jpg
8,data/data_C1/images_C1/419OLCV1_100H0014.jpg,data/data_C1/masks_C1/419OLCV1_100H0014_mask.jpg
9,data/data_C1/images_C1/419OLCV1_100H0016.jpg,data/data_C1/masks_C1/419OLCV1_100H0016_mask.jpg
10,data/data_C1/images_C1/419OLCV1_100H0020.jpg,data/data_C1/masks_C1/419OLCV1_100H0020_mask.jpg
11,data/data_C1/images_C1/419OLCV1_100H0026.jpg,data/data_C1/masks_C1/419OLCV1_100H0026_mask.jpg
12,data/data_C6/images_C6/EndoCV2021_C6_0100082.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100082_mask.jpg
13,data/data_C6/images_C6/EndoCV2021_C6_0100085.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100085_mask.jpg
14,data/data_C6/images_C6/EndoCV2021_C6_0100086.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100086_mask.jpg
15,data/data_C1/images_C1/405OLCV1_100H0002.jpg,data/data_C1/masks_C1/405OLCV1_100H0002_mask.jpg
16,data/data_C1/images_C1/493OLCV1_100H0026.jpg,data/data_C1/masks_C1/493OLCV1_100H0026_mask.jpg
17,data/data_C3/images_C3/C3_EndoCV2021_00319.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00319_mask.jpg
18,data/data_C3/images_C3/C3_EndoCV2021_00320.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00320_mask.jpg
19,data/data_C3/images_C3/C3_EndoCV2021_00321.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00321_mask.jpg
20,data/data_C3/images_C3/C3_EndoCV2021_00322.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00322_mask.jpg
21,data/data_C4/images_C4/30_endocv2021_positive_1057.jpg,data/data_C4/masks_C4/30_endocv2021_positive_1057_mask.jpg
22,data/data_C4/images_C4/30_endocv2021_positive_1417.jpg,data/data_C4/masks_C4/30_endocv2021_positive_1417_mask.jpg
23,data/data_C4/images_C4/30_endocv2021_positive_1459.jpg,data/data_C4/masks_C4/30_endocv2021_positive_1459_mask.jpg
24,data/data_C4/images_C4/30_endocv2021_positive_447.jpg,data/data_C4/masks_C4/30_endocv2021_positive_447_mask.jpg
25,data/data_C4/images_C4/30_endocv2021_positive_480.jpg,data/data_C4/masks_C4/30_endocv2021_positive_480_mask.jpg
26,data/data_C4/images_C4/30_endocv2021_positive_614.jpg,data/data_C4/masks_C4/30_endocv2021_positive_614_mask.jpg
27,data/data_C4/images_C4/30_endocv2021_positive_876.jpg,data/data_C4/masks_C4/30_endocv2021_positive_876_mask.jpg
28,data/data_C4/images_C4/30_endocv2021_positive_898.jpg,data/data_C4/masks_C4/30_endocv2021_positive_898_mask.jpg
29,data/data_C6/images_C6/EndoCV2021_C6_0100108.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100108_mask.jpg
30,data/data_C6/images_C6/EndoCV2021_C6_0100109.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100109_mask.jpg
31,data/data_C6/images_C6/EndoCV2021_C6_0100110.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100110_mask.jpg
32,data/data_C6/images_C6/EndoCV2021_C6_0100111.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100111_mask.jpg
33,data/data_C6/images_C6/EndoCV2021_C6_0100112.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100112_mask.jpg
34,data/data_C6/images_C6/EndoCV2021_C6_0100113.jpg,data/data_C6/masks_C6/EndoCV2021_C6_0100113_mask.jpg
35,data/data_C1/images_C1/660OLCV1_100H0002.jpg,data/data_C1/masks_C1/660OLCV1_100H0002_mask.jpg
36,data/data_C2/images_C2/EndoCV2021_001061.jpg,data/data_C2/masks_C2/EndoCV2021_001061_mask.jpg
37,data/data_C3/images_C3/C3_EndoCV2021_00232.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00232_mask.jpg
38,data/data_C3/images_C3/C3_EndoCV2021_00233.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00233_mask.jpg
39,data/data_C3/images_C3/C3_EndoCV2021_00234.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00234_mask.jpg
40,data/data_C3/images_C3/C3_EndoCV2021_00235.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00235_mask.jpg
41,data/data_C3/images_C3/C3_EndoCV2021_00236.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00236_mask.jpg
42,data/data_C3/images_C3/C3_EndoCV2021_00237.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00237_mask.jpg
43,data/data_C3/images_C3/C3_EndoCV2021_00238.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00238_mask.jpg
44,data/data_C1/images_C1/136OLCV1_100S0005.jpg,data/data_C1/masks_C1/136OLCV1_100S0005_mask.jpg
45,data/data_C3/images_C3/C3_EndoCV2021_0051.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0051_mask.jpg
46,data/data_C2/images_C2/EndoCV2021_001292.jpg,data/data_C2/masks_C2/EndoCV2021_001292_mask.jpg
47,data/data_C1/images_C1/434OLCV1_100S0007.jpg,data/data_C1/masks_C1/434OLCV1_100S0007_mask.jpg
48,data/data_C2/images_C2/EndoCV2021_001023.jpg,data/data_C2/masks_C2/EndoCV2021_001023_mask.jpg
49,data/data_C2/images_C2/EndoCV2021_001024.jpg,data/data_C2/masks_C2/EndoCV2021_001024_mask.jpg
50,data/data_C3/images_C3/C3_EndoCV2021_00335.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00335_mask.jpg
51,data/data_C3/images_C3/C3_EndoCV2021_00337.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00337_mask.jpg
52,data/data_C3/images_C3/C3_EndoCV2021_00338.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00338_mask.jpg
53,data/data_C1/images_C1/226OLCV1_100H0002.jpg,data/data_C1/masks_C1/226OLCV1_100H0002_mask.jpg
54,data/data_C3/images_C3/C3_EndoCV2021_0089.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0089_mask.jpg
55,data/data_C3/images_C3/C3_EndoCV2021_0092.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0092_mask.jpg
56,data/data_C3/images_C3/C3_EndoCV2021_0093.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0093_mask.jpg
57,data/data_C3/images_C3/C3_EndoCV2021_0094.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0094_mask.jpg
58,data/data_C3/images_C3/C3_EndoCV2021_0095.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0095_mask.jpg
59,data/data_C3/images_C3/C3_EndoCV2021_0096.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0096_mask.jpg
60,data/data_C2/images_C2/EndoCV2021_001000.jpg,data/data_C2/masks_C2/EndoCV2021_001000_mask.jpg
61,data/data_C2/images_C2/EndoCV2021_001001.jpg,data/data_C2/masks_C2/EndoCV2021_001001_mask.jpg
62,data/data_C2/images_C2/EndoCV2021_001002.jpg,data/data_C2/masks_C2/EndoCV2021_001002_mask.jpg
63,data/data_C1/images_C1/442OLCV1_100H0002.jpg,data/data_C1/masks_C1/442OLCV1_100H0002_mask.jpg
64,data/data_C1/images_C1/492OLCV1_100H0012.jpg,data/data_C1/masks_C1/492OLCV1_100H0012_mask.jpg
65,data/data_C1/images_C1/492OLCV1_100H0016.jpg,data/data_C1/masks_C1/492OLCV1_100H0016_mask.jpg
66,data/data_C1/images_C1/431OLCV1_100S0007.jpg,data/data_C1/masks_C1/431OLCV1_100S0007_mask.jpg
67,data/data_C1/images_C1/358OLCV1_100H0004.jpg,data/data_C1/masks_C1/358OLCV1_100H0004_mask.jpg
68,data/data_C3/images_C3/C3_EndoCV2021_00498.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00498_mask.jpg
69,data/data_C1/images_C1/174OLCV1_100H0002.jpg,data/data_C1/masks_C1/174OLCV1_100H0002_mask.jpg
70,data/data_C3/images_C3/C3_EndoCV2021_00274.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00274_mask.jpg
71,data/data_C3/images_C3/C3_EndoCV2021_00275.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00275_mask.jpg
72,data/data_C1/images_C1/144OLCV1_100H0022.jpg,data/data_C1/masks_C1/144OLCV1_100H0022_mask.jpg
73,data/data_C1/images_C1/144OLCV1_100H0024.jpg,data/data_C1/masks_C1/144OLCV1_100H0024_mask.jpg
74,data/data_C3/images_C3/C3_EndoCV2021_00492.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00492_mask.jpg
75,data/data_C1/images_C1/333OLCV1_100H0006.jpg,data/data_C1/masks_C1/333OLCV1_100H0006_mask.jpg
76,data/data_C1/images_C1/333OLCV1_100H0010.jpg,data/data_C1/masks_C1/333OLCV1_100H0010_mask.jpg
77,data/data_C1/images_C1/333OLCV1_100H0014.jpg,data/data_C1/masks_C1/333OLCV1_100H0014_mask.jpg
78,data/data_C1/images_C1/333OLCV1_100H0016.jpg,data/data_C1/masks_C1/333OLCV1_100H0016_mask.jpg
79,data/data_C2/images_C2/EndoCV2021_001099.jpg,data/data_C2/masks_C2/EndoCV2021_001099_mask.jpg
80,data/data_C2/images_C2/EndoCV2021_001045.jpg,data/data_C2/masks_C2/EndoCV2021_001045_mask.jpg
81,data/data_C2/images_C2/EndoCV2021_001046.jpg,data/data_C2/masks_C2/EndoCV2021_001046_mask.jpg
82,data/data_C3/images_C3/C3_EndoCV2021_00326.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00326_mask.jpg
83,data/data_C3/images_C3/C3_EndoCV2021_00327.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00327_mask.jpg
84,data/data_C3/images_C3/C3_EndoCV2021_00328.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00328_mask.jpg
85,data/data_C3/images_C3/C3_EndoCV2021_00329.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00329_mask.jpg
86,data/data_C3/images_C3/C3_EndoCV2021_00331.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00331_mask.jpg
87,data/data_C3/images_C3/C3_EndoCV2021_00332.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00332_mask.jpg
