,image,mask
0,data/data_C4/images_C4/31_endocv2021_positive_1318.jpg,data/data_C4/masks_C4/31_endocv2021_positive_1318_mask.jpg
1,data/data_C4/images_C4/31_endocv2021_positive_1403.jpg,data/data_C4/masks_C4/31_endocv2021_positive_1403_mask.jpg
2,data/data_C4/images_C4/31_endocv2021_positive_251.jpg,data/data_C4/masks_C4/31_endocv2021_positive_251_mask.jpg
3,data/data_C4/images_C4/31_endocv2021_positive_3292.jpg,data/data_C4/masks_C4/31_endocv2021_positive_3292_mask.jpg
4,data/data_C4/images_C4/31_endocv2021_positive_38.jpg,data/data_C4/masks_C4/31_endocv2021_positive_38_mask.jpg
5,data/data_C5/images_C5/EndoCV2021_C5_50000166.jpg,data/data_C5/masks_C5/EndoCV2021_C5_50000166_mask.jpg
6,data/data_C5/images_C5/EndoCV2021_C5_50000167.jpg,data/data_C5/masks_C5/EndoCV2021_C5_50000167_mask.jpg
7,data/data_C5/images_C5/EndoCV2021_C5_50000168.jpg,data/data_C5/masks_C5/EndoCV2021_C5_50000168_mask.jpg
8,data/data_C2/images_C2/EndoCV2021_001330.jpg,data/data_C2/masks_C2/EndoCV2021_001330_mask.jpg
9,data/data_C2/images_C2/EndoCV2021_001331.jpg,data/data_C2/masks_C2/EndoCV2021_001331_mask.jpg
10,data/data_C2/images_C2/EndoCV2021_001332.jpg,data/data_C2/masks_C2/EndoCV2021_001332_mask.jpg
11,data/data_C2/images_C2/EndoCV2021_001333.jpg,data/data_C2/masks_C2/EndoCV2021_001333_mask.jpg
12,data/data_C2/images_C2/EndoCV2021_001033.jpg,data/data_C2/masks_C2/EndoCV2021_001033_mask.jpg
13,data/data_C2/images_C2/EndoCV2021_001034.jpg,data/data_C2/masks_C2/EndoCV2021_001034_mask.jpg
14,data/data_C2/images_C2/EndoCV2021_001035.jpg,data/data_C2/masks_C2/EndoCV2021_001035_mask.jpg
15,data/data_C3/images_C3/C3_EndoCV2021_0099.jpg,data/data_C3/masks_C3/C3_EndoCV2021_0099_mask.jpg
16,data/data_C3/images_C3/C3_EndoCV2021_00100.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00100_mask.jpg
17,data/data_C3/images_C3/C3_EndoCV2021_00101.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00101_mask.jpg
18,data/data_C3/images_C3/C3_EndoCV2021_00102.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00102_mask.jpg
19,data/data_C2/images_C2/EndoCV2021_001049.jpg,data/data_C2/masks_C2/EndoCV2021_001049_mask.jpg
20,data/data_C2/images_C2/EndoCV2021_001000.jpg,data/data_C2/masks_C2/EndoCV2021_001000_mask.jpg
21,data/data_C2/images_C2/EndoCV2021_001001.jpg,data/data_C2/masks_C2/EndoCV2021_001001_mask.jpg
22,data/data_C2/images_C2/EndoCV2021_001002.jpg,data/data_C2/masks_C2/EndoCV2021_001002_mask.jpg
23,data/data_C3/images_C3/C3_EndoCV2021_00349.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00349_mask.jpg
24,data/data_C3/images_C3/C3_EndoCV2021_00350.jpg,data/data_C3/masks_C3/C3_EndoCV2021_00350_mask.jpg
