,image,mask
0,data/data_C1/images_C1/102OLCV1_100H0006.jpg,data/data_C1/masks_C1/102OLCV1_100H0006_mask.jpg
1,data/data_C1/images_C1/104OLCV1_100H0002.jpg,data/data_C1/masks_C1/104OLCV1_100H0002_mask.jpg
2,data/data_C1/images_C1/106OLCV1_100H0012.jpg,data/data_C1/masks_C1/106OLCV1_100H0012_mask.jpg
3,data/data_C1/images_C1/106OLCV1_100H0014.jpg,data/data_C1/masks_C1/106OLCV1_100H0014_mask.jpg
4,data/data_C1/images_C1/117OLCV1_100H0010.jpg,data/data_C1/masks_C1/117OLCV1_100H0010_mask.jpg
5,data/data_C1/images_C1/123OLCV1_100H0004.jpg,data/data_C1/masks_C1/123OLCV1_100H0004_mask.jpg
6,data/data_C1/images_C1/124OLCV1_100H0004.jpg,data/data_C1/masks_C1/124OLCV1_100H0004_mask.jpg
7,data/data_C1/images_C1/125OLCV1_100H0003.jpg,data/data_C1/masks_C1/125OLCV1_100H0003_mask.jpg
8,data/data_C1/images_C1/127OLCV1_100H0001.jpg,data/data_C1/masks_C1/127OLCV1_100H0001_mask.jpg
9,data/data_C1/images_C1/130OLCV1_100H0002.jpg,data/data_C1/masks_C1/130OLCV1_100H0002_mask.jpg
10,data/data_C1/images_C1/133OLCV1_100H0006.jpg,data/data_C1/masks_C1/133OLCV1_100H0006_mask.jpg
11,data/data_C1/images_C1/133OLCV1_100H0013.jpg,data/data_C1/masks_C1/133OLCV1_100H0013_mask.jpg
12,data/data_C1/images_C1/134OLCV1_100H0010.jpg,data/data_C1/masks_C1/134OLCV1_100H0010_mask.jpg
13,data/data_C1/images_C1/136OLCV1_100S0005.jpg,data/data_C1/masks_C1/136OLCV1_100S0005_mask.jpg
14,data/data_C1/images_C1/143OLCV1_100H0018.jpg,data/data_C1/masks_C1/143OLCV1_100H0018_mask.jpg
15,data/data_C1/images_C1/144OLCV1_100H0022.jpg,data/data_C1/masks_C1/144OLCV1_100H0022_mask.jpg
16,data/data_C1/images_C1/144OLCV1_100H0024.jpg,data/data_C1/masks_C1/144OLCV1_100H0024_mask.jpg
17,data/data_C1/images_C1/148OLCV1_100H0004.jpg,data/data_C1/masks_C1/148OLCV1_100H0004_mask.jpg
18,data/data_C1/images_C1/150OLCV1_100H0016.jpg,data/data_C1/masks_C1/150OLCV1_100H0016_mask.jpg
19,data/data_C1/images_C1/153OLCV1_100H0010.jpg,data/data_C1/masks_C1/153OLCV1_100H0010_mask.jpg
20,data/data_C1/images_C1/155OLCV1_100H0010.jpg,data/data_C1/masks_C1/155OLCV1_100H0010_mask.jpg
21,data/data_C1/images_C1/155OLCV1_100H0032.jpg,data/data_C1/masks_C1/155OLCV1_100H0032_mask.jpg
22,data/data_C1/images_C1/156OLCV1_100H0002.jpg,data/data_C1/masks_C1/156OLCV1_100H0002_mask.jpg
23,data/data_C1/images_C1/161OLCV1_100S0021.jpg,data/data_C1/masks_C1/161OLCV1_100S0021_mask.jpg
24,data/data_C1/images_C1/163OLCV1_100H0001.jpg,data/data_C1/masks_C1/163OLCV1_100H0001_mask.jpg
25,data/data_C1/images_C1/169OLCV1_100H0007.jpg,data/data_C1/masks_C1/169OLCV1_100H0007_mask.jpg
26,data/data_C1/images_C1/171OLCV1_100H0002.jpg,data/data_C1/masks_C1/171OLCV1_100H0002_mask.jpg
27,data/data_C1/images_C1/171OLCV1_100H0003.jpg,data/data_C1/masks_C1/171OLCV1_100H0003_mask.jpg
28,data/data_C1/images_C1/171OLCV1_100H0004.jpg,data/data_C1/masks_C1/171OLCV1_100H0004_mask.jpg
29,data/data_C1/images_C1/174OLCV1_100H0002.jpg,data/data_C1/masks_C1/174OLCV1_100H0002_mask.jpg
30,data/data_C1/images_C1/175OLCV1_100H0011.jpg,data/data_C1/masks_C1/175OLCV1_100H0011_mask.jpg
31,data/data_C1/images_C1/175OLCV1_100H0099.jpg,data/data_C1/masks_C1/175OLCV1_100H0099_mask.jpg
32,data/data_C1/images_C1/176OLCV1_100H0002.jpg,data/data_C1/masks_C1/176OLCV1_100H0002_mask.jpg
33,data/data_C1/images_C1/176OLCV1_100H0089.jpg,data/data_C1/masks_C1/176OLCV1_100H0089_mask.jpg
34,data/data_C1/images_C1/176OLCV1_100H0126.jpg,data/data_C1/masks_C1/176OLCV1_100H0126_mask.jpg
35,data/data_C1/images_C1/176OLCV1_100H0160.jpg,data/data_C1/masks_C1/176OLCV1_100H0160_mask.jpg
36,data/data_C1/images_C1/176OLCV1_100H0255.jpg,data/data_C1/masks_C1/176OLCV1_100H0255_mask.jpg
37,data/data_C1/images_C1/176OLCV1_100H0290.jpg,data/data_C1/masks_C1/176OLCV1_100H0290_mask.jpg
38,data/data_C1/images_C1/176OLCV1_100H0470.jpg,data/data_C1/masks_C1/176OLCV1_100H0470_mask.jpg
39,data/data_C1/images_C1/176OLCV1_100H0537.jpg,data/data_C1/masks_C1/176OLCV1_100H0537_mask.jpg
40,data/data_C1/images_C1/176OLCV1_100H0587.jpg,data/data_C1/masks_C1/176OLCV1_100H0587_mask.jpg
41,data/data_C1/images_C1/176OLCV1_100H0730.jpg,data/data_C1/masks_C1/176OLCV1_100H0730_mask.jpg
42,data/data_C1/images_C1/176OLCV1_100H0738.jpg,data/data_C1/masks_C1/176OLCV1_100H0738_mask.jpg
43,data/data_C1/images_C1/176OLCV1_100H0739.jpg,data/data_C1/masks_C1/176OLCV1_100H0739_mask.jpg
44,data/data_C1/images_C1/176OLCV1_100H0846.jpg,data/data_C1/masks_C1/176OLCV1_100H0846_mask.jpg
45,data/data_C1/images_C1/176OLCV1_100H0885.jpg,data/data_C1/masks_C1/176OLCV1_100H0885_mask.jpg
46,data/data_C1/images_C1/176OLCV1_100H0889.jpg,data/data_C1/masks_C1/176OLCV1_100H0889_mask.jpg
47,data/data_C1/images_C1/176OLCV1_100H0890.jpg,data/data_C1/masks_C1/176OLCV1_100H0890_mask.jpg
48,data/data_C1/images_C1/176OLCV1_100H0902.jpg,data/data_C1/masks_C1/176OLCV1_100H0902_mask.jpg
49,data/data_C1/images_C1/176OLCV1_100H0912.jpg,data/data_C1/masks_C1/176OLCV1_100H0912_mask.jpg
50,data/data_C1/images_C1/177OLCV1_100H0014.jpg,data/data_C1/masks_C1/177OLCV1_100H0014_mask.jpg
51,data/data_C1/images_C1/177OLCV1_100H0024.jpg,data/data_C1/masks_C1/177OLCV1_100H0024_mask.jpg
52,data/data_C1/images_C1/326OLCV1_100H0002.jpg,data/data_C1/masks_C1/326OLCV1_100H0002_mask.jpg
53,data/data_C1/images_C1/326OLCV1_100H0006.jpg,data/data_C1/masks_C1/326OLCV1_100H0006_mask.jpg
54,data/data_C1/images_C1/331OLCV1_100H0004.jpg,data/data_C1/masks_C1/331OLCV1_100H0004_mask.jpg
55,data/data_C1/images_C1/333OLCV1_100H0006.jpg,data/data_C1/masks_C1/333OLCV1_100H0006_mask.jpg
56,data/data_C1/images_C1/333OLCV1_100H0010.jpg,data/data_C1/masks_C1/333OLCV1_100H0010_mask.jpg
57,data/data_C1/images_C1/333OLCV1_100H0014.jpg,data/data_C1/masks_C1/333OLCV1_100H0014_mask.jpg
58,data/data_C1/images_C1/333OLCV1_100H0016.jpg,data/data_C1/masks_C1/333OLCV1_100H0016_mask.jpg
59,data/data_C1/images_C1/342OLCV1_100H0004.jpg,data/data_C1/masks_C1/342OLCV1_100H0004_mask.jpg
60,data/data_C1/images_C1/350OLCV1_100H0002.jpg,data/data_C1/masks_C1/350OLCV1_100H0002_mask.jpg
61,data/data_C1/images_C1/350OLCV1_100H0004.jpg,data/data_C1/masks_C1/350OLCV1_100H0004_mask.jpg
62,data/data_C1/images_C1/354OLCV1_100H0002.jpg,data/data_C1/masks_C1/354OLCV1_100H0002_mask.jpg
63,data/data_C1/images_C1/356OLCV1_100S0007.jpg,data/data_C1/masks_C1/356OLCV1_100S0007_mask.jpg
64,data/data_C1/images_C1/358OLCV1_100H0004.jpg,data/data_C1/masks_C1/358OLCV1_100H0004_mask.jpg
65,data/data_C1/images_C1/363OLCV1_100H0002.jpg,data/data_C1/masks_C1/363OLCV1_100H0002_mask.jpg
66,data/data_C1/images_C1/366OLCV1_100H0016.jpg,data/data_C1/masks_C1/366OLCV1_100H0016_mask.jpg
67,data/data_C1/images_C1/370OLCV1_100H0010.jpg,data/data_C1/masks_C1/370OLCV1_100H0010_mask.jpg
68,data/data_C1/images_C1/371OLCV1_100H0006.jpg,data/data_C1/masks_C1/371OLCV1_100H0006_mask.jpg
69,data/data_C1/images_C1/371OLCV1_100H0008.jpg,data/data_C1/masks_C1/371OLCV1_100H0008_mask.jpg
70,data/data_C1/images_C1/372OLCV1_100H0016.jpg,data/data_C1/masks_C1/372OLCV1_100H0016_mask.jpg
71,data/data_C1/images_C1/374OLCV1_100H0016.jpg,data/data_C1/masks_C1/374OLCV1_100H0016_mask.jpg
72,data/data_C1/images_C1/375OLCV1_100H0008.jpg,data/data_C1/masks_C1/375OLCV1_100H0008_mask.jpg
